transaction_amount,transaction_velocity,network_latency,merchant_age_days,geo_distance,device_risk,retry_count,bank_latency,hour_of_day,merchant_risk,fraud_label,routing_failure_label,reliability_failure_label
1494.43,6,36.87,243.46,58.55,0.17,1,193.39,16,0.313,0,0,0
2500.03,5,337.92,1827.96,6.21,0.061,1,251.31,1,0.495,0,1,0
573.82,4,415.81,1258.98,53.98,0.095,0,201.25,10,0.46,0,1,0
1968.86,2,38.25,167.19,14.02,0.176,0,137.21,22,0.417,0,0,0
90.82,5,233.02,148.21,90.75,0.227,0,267.07,5,0.439,0,0,0
1499.83,5,384.87,1395.0,1.17,0.427,0,201.94,4,0.113,0,0,0
354.08,5,427.49,643.91,34.68,0.218,3,87.29,9,0.775,0,0,0
6039.0,3,61.05,1574.83,54.43,0.3,2,190.45,1,0.299,0,0,1
3933.98,6,219.82,1997.75,68.03,0.241,1,132.7,11,0.355,0,0,0
2883.24,5,189.76,57.66,115.31,0.661,1,20.0,9,0.207,0,0,1
8275.1,5,128.04,2799.36,49.16,0.223,0,132.83,17,0.339,0,0,1
700.0,6,274.82,1008.36,6.88,0.073,1,219.51,3,0.052,0,1,0
10377.17,5,289.96,1438.86,64.28,0.221,2,127.97,10,0.555,0,0,1
4592.55,6,465.62,796.12,37.54,0.278,1,76.43,11,0.331,0,1,1
1427.16,2,20.0,291.26,5.25,0.125,0,132.27,9,0.261,0,0,0
5628.62,12,313.91,731.9,7.56,0.515,2,135.86,6,0.209,0,0,1
598.07,7,154.4,580.32,88.12,0.321,0,119.41,16,0.049,0,1,0
792.73,4,108.99,2151.48,41.68,0.151,0,204.81,11,0.183,0,0,0
983.79,5,217.51,647.8,8.59,0.078,0,107.76,2,0.519,0,0,0
1065.31,7,284.1,22.63,77.67,0.204,0,236.31,23,0.19,0,1,0
628.57,1,179.66,926.93,44.15,0.417,0,168.3,9,0.443,0,1,0
6143.09,5,218.27,41.49,9.16,0.321,1,155.71,10,0.246,0,1,1
1395.69,6,248.85,2305.93,29.87,0.44,1,20.0,18,0.229,0,1,0
2572.17,5,300.35,533.35,132.21,0.057,1,117.42,12,0.568,0,0,0
1022.13,2,386.76,2753.81,69.61,0.319,0,254.86,7,0.263,0,0,0
292.77,5,226.22,20.96,24.46,0.108,1,181.25,4,0.355,0,1,0
2368.61,2,261.99,608.88,0.26,0.373,0,113.76,16,0.155,0,0,0
267.13,4,254.3,205.16,12.81,0.109,0,319.15,16,0.167,0,0,0
1688.11,5,457.73,818.97,9.97,0.587,2,198.16,6,0.232,0,1,1
460.21,6,308.26,551.66,23.72,0.402,0,298.2,21,0.296,0,1,0
13190.81,3,296.39,668.0,107.07,0.333,1,213.54,7,0.552,0,1,1
4497.89,6,245.16,356.58,9.92,0.227,0,201.04,5,0.654,0,1,0
2009.73,6,253.07,42.34,2.55,0.438,0,216.89,5,0.513,0,1,0
6397.78,3,20.0,89.73,7.04,0.534,2,138.47,9,0.496,0,0,1
775.64,4,198.97,1564.71,29.55,0.261,2,221.56,6,0.308,0,0,0
3113.43,4,313.8,970.61,3.49,0.383,0,147.57,22,0.025,0,0,0
2207.93,7,251.16,1173.65,40.66,0.152,0,85.69,17,0.387,0,1,0
2354.35,4,230.15,104.7,16.0,0.24,0,186.52,16,0.619,0,0,0
6453.34,7,421.12,40.4,23.49,0.295,1,94.6,12,0.311,0,1,1
3761.2,5,297.53,13.94,8.48,0.381,0,51.06,9,0.626,0,1,1
2413.24,2,108.56,590.2,68.47,0.218,1,242.9,4,0.21,0,1,0
345.54,6,60.62,555.95,24.01,0.272,0,234.77,18,0.077,0,0,0
692.25,5,363.87,93.81,6.12,0.186,0,280.7,21,0.351,0,0,1
1599.25,3,142.07,340.48,22.44,0.11,0,125.09,16,0.118,0,0,0
1985.0,2,282.88,604.38,205.3,0.14,1,130.28,15,0.294,0,0,0
583.94,8,345.75,901.15,62.58,0.408,3,216.52,16,0.237,0,0,0
20164.45,1,282.34,1328.58,101.74,0.16,0,136.59,14,0.101,0,0,1
8237.02,5,439.59,820.41,111.26,0.485,1,84.35,21,0.148,0,0,1
3301.45,4,229.98,24.37,39.8,0.654,1,132.46,6,0.039,0,0,1
1943.09,6,286.67,705.69,40.7,0.368,1,68.14,6,0.288,0,0,0
1462.34,3,199.56,73.62,118.57,0.666,0,149.96,23,0.477,0,0,0
697.9,5,216.38,665.76,103.29,0.323,1,367.97,15,0.235,0,0,0
1953.7,3,346.27,377.27,63.0,0.561,1,35.5,22,0.413,0,1,1
2339.64,7,361.06,269.88,86.29,0.301,3,65.0,23,0.306,0,0,1
522.3,5,63.53,525.79,67.62,0.074,1,438.27,2,0.266,0,0,0
2525.45,7,157.25,384.34,18.4,0.151,1,237.45,12,0.305,0,0,0
1548.03,6,275.23,1418.84,6.44,0.348,0,247.68,2,0.167,0,0,0
268.32,8,320.38,205.46,63.15,0.114,2,142.03,1,0.467,0,0,0
764.8,6,103.22,117.6,118.03,0.315,1,158.52,21,0.404,0,0,0
1195.59,4,183.57,1451.1,192.06,0.095,0,201.09,22,0.412,0,0,0
11940.46,4,314.87,223.15,2.51,0.174,0,167.56,3,0.583,1,0,1
3154.4,2,336.82,26.21,50.65,0.138,1,245.22,4,0.588,0,0,1
475.57,2,297.32,391.49,48.03,0.27,0,42.31,16,0.067,0,0,0
2939.62,5,230.89,1367.61,23.04,0.575,0,133.12,14,0.275,0,0,1
384.79,2,130.05,452.32,40.21,0.742,0,184.4,5,0.198,0,0,0
5338.45,1,205.16,508.03,30.42,0.376,0,133.04,14,0.527,0,0,1
1128.76,4,371.51,38.68,129.24,0.386,0,277.4,3,0.075,0,0,0
1646.43,6,359.97,993.2,17.77,0.324,1,273.05,14,0.497,0,0,0
6807.61,6,146.78,336.92,9.88,0.34,0,162.73,3,0.852,0,0,1
499.11,9,441.16,1043.38,55.91,0.736,1,280.88,3,0.038,0,0,0
447.14,3,158.06,423.42,16.83,0.205,0,57.92,21,0.33,0,0,0
1008.68,9,268.05,598.75,2.87,0.335,0,20.0,20,0.498,0,0,0
5107.06,6,124.01,712.28,80.85,0.133,1,205.88,1,0.302,0,1,1
395.7,11,453.22,175.41,19.62,0.334,0,37.42,19,0.475,0,0,0
106.47,5,351.95,278.53,244.63,0.076,0,184.32,15,0.39,0,1,0
1151.52,2,272.46,704.68,18.7,0.574,0,198.68,14,0.177,0,1,0
3139.26,7,199.21,1385.02,40.56,0.355,1,119.41,10,0.353,1,1,0
6004.48,2,511.11,2604.5,8.78,0.009,1,248.75,1,0.234,0,0,1
1137.78,2,312.44,594.16,38.06,0.147,1,211.35,9,0.175,0,0,0
1198.2,5,494.69,61.43,15.4,0.321,0,197.17,1,0.334,0,0,0
5732.46,7,268.02,2499.1,57.31,0.145,1,161.8,3,0.472,0,0,1
278.73,4,271.57,436.84,1.44,0.134,2,91.65,11,0.198,0,0,0
1225.96,6,350.4,86.5,60.04,0.391,0,232.57,0,0.19,0,1,1
2187.3,6,272.95,2866.23,36.46,0.322,2,223.54,15,0.125,0,0,1
2833.36,2,282.25,263.37,23.9,0.35,1,237.82,1,0.086,0,0,1
1085.93,10,295.81,855.64,3.34,0.146,1,299.86,7,0.628,0,0,0
1871.4,4,354.98,124.5,3.22,0.563,0,307.17,6,0.563,0,1,0
150.16,4,157.49,1017.12,78.55,0.42,0,245.66,4,0.648,0,0,0
936.13,4,254.0,2994.29,67.48,0.138,0,355.05,4,0.568,0,0,0
2845.54,3,190.0,3362.79,31.34,0.367,3,245.38,14,0.324,0,1,1
677.02,3,327.89,107.93,0.35,0.071,1,222.93,10,0.589,0,1,0
1917.9,7,252.71,1171.26,83.85,0.255,0,210.93,7,0.157,0,0,1
2826.72,7,184.2,873.21,54.76,0.342,3,173.51,18,0.196,0,0,1
1283.63,7,423.35,1293.45,4.0,0.088,1,205.49,20,0.12,0,1,1
2144.08,3,391.95,324.22,16.19,0.179,1,190.32,13,0.358,0,1,0
690.4,5,392.38,410.99,3.51,0.096,1,157.76,21,0.315,0,0,1
1470.55,7,407.2,334.61,101.95,0.185,1,179.61,21,0.111,0,0,0
3328.3,7,320.65,1163.72,35.04,0.198,3,228.14,5,0.35,0,1,1
2115.34,4,330.84,1324.82,23.44,0.282,0,107.0,19,0.179,0,0,0
1005.73,8,229.47,229.4,49.95,0.241,0,293.37,23,0.31,0,1,0
2262.48,8,411.64,680.38,68.48,0.317,1,185.55,12,0.389,0,1,0
3694.53,5,271.37,107.71,52.93,0.601,0,216.07,1,0.637,0,0,1
232.77,10,183.06,10.6,88.26,0.241,0,164.13,3,0.326,0,0,0
5762.2,6,302.7,753.44,45.12,0.128,0,265.42,2,0.275,0,1,1
1291.74,9,207.52,1467.08,0.15,0.171,0,212.26,11,0.417,0,0,0
2766.92,8,361.78,1896.29,7.32,0.308,1,246.69,19,0.364,0,1,1
5986.41,6,343.2,774.83,100.94,0.099,1,213.66,19,0.635,0,1,1
458.67,4,355.16,1323.09,6.84,0.194,0,407.47,22,0.203,0,0,1
889.41,2,81.2,414.33,48.33,0.353,1,117.61,5,0.174,0,0,0
1354.86,3,41.95,1665.71,11.53,0.495,1,200.57,4,0.174,0,0,0
825.71,1,275.23,1192.32,161.53,0.139,1,109.11,3,0.546,0,0,0
10249.01,8,275.67,295.15,12.77,0.134,2,217.37,10,0.186,0,0,1
767.57,7,410.42,727.49,22.46,0.507,0,175.64,21,0.301,0,1,0
1037.38,5,178.38,42.1,74.3,0.209,0,280.57,17,0.317,0,0,0
2218.06,2,136.29,126.81,53.67,0.356,0,107.75,15,0.292,0,0,0
543.4,7,162.73,2344.75,19.4,0.145,0,217.75,17,0.368,0,0,0
1217.21,12,123.05,7.84,59.86,0.207,1,135.31,19,0.511,0,1,0
2483.57,5,192.52,181.76,195.41,0.136,0,77.9,20,0.059,0,0,0
1296.13,3,110.89,119.55,7.83,0.405,0,50.6,21,0.217,0,0,0
1646.84,4,261.78,959.9,13.75,0.347,1,20.0,15,0.149,0,0,0
1064.93,5,254.97,89.37,29.81,0.404,1,246.34,0,0.219,0,0,0
397.63,6,169.11,16.27,18.8,0.357,1,88.96,4,0.08,0,0,0
2493.88,3,133.02,2133.02,19.05,0.231,1,427.16,7,0.172,0,0,0
10456.02,3,116.54,1649.34,28.02,0.217,1,196.79,13,0.362,0,0,1
1841.62,1,20.0,355.09,77.96,0.153,0,142.69,16,0.122,0,0,0
2264.85,5,167.0,84.75,22.08,0.247,1,100.73,10,0.312,0,1,0
3614.55,2,194.54,907.07,14.84,0.3,1,279.04,10,0.108,0,0,1
508.1,4,20.0,1717.26,40.02,0.139,0,225.18,23,0.2,0,0,0
9922.05,2,418.18,2940.04,102.66,0.305,0,104.2,12,0.2,0,0,1
2213.5,7,360.32,111.52,60.11,0.09,0,216.09,0,0.427,0,1,0
9245.17,3,229.41,733.45,20.79,0.193,2,139.54,15,0.548,0,1,1
868.67,9,20.0,450.47,179.07,0.084,1,137.14,2,0.404,0,1,0
11137.38,6,385.27,136.39,58.69,0.249,1,182.06,21,0.282,0,1,1
3925.13,5,195.36,1319.77,7.44,0.351,1,230.66,0,0.298,0,0,1
3143.34,2,61.6,1219.31,59.3,0.028,1,162.34,7,0.216,0,0,1
2284.78,5,100.13,2673.93,118.12,0.142,2,254.77,0,0.067,0,0,1
1410.18,5,186.78,71.53,32.03,0.045,1,208.43,8,0.149,0,0,0
6006.1,8,135.83,218.37,65.36,0.185,1,247.38,16,0.445,0,1,1
2080.49,2,171.81,1406.24,8.17,0.327,1,264.31,4,0.741,0,1,0
252.88,5,20.0,402.59,5.86,0.236,0,184.27,21,0.361,0,0,0
591.59,5,421.31,516.91,49.45,0.205,0,124.03,13,0.196,0,0,0
1501.4,6,365.74,756.42,25.57,0.111,0,236.66,1,0.204,0,0,0
2465.13,1,158.06,420.01,30.75,0.274,0,20.0,23,0.238,0,0,0
1708.57,3,353.35,28.83,18.37,0.665,0,188.74,17,0.066,0,0,0
6117.88,9,193.72,741.04,30.4,0.169,1,177.14,6,0.184,0,0,1
256.95,6,253.49,207.92,5.21,0.422,1,235.26,10,0.341,0,1,0
2087.22,5,106.25,2775.69,5.71,0.202,3,101.0,12,0.184,0,0,0
293.54,4,313.17,937.79,29.36,0.194,0,206.65,20,0.134,0,0,0
3864.98,3,347.07,1469.34,30.18,0.306,0,264.2,7,0.643,0,0,1
1645.08,11,276.73,2470.3,102.56,0.121,1,195.55,14,0.099,0,0,0
2750.7,6,186.62,52.34,20.05,0.164,0,297.83,6,0.081,0,0,0
762.13,3,20.0,128.79,56.48,0.052,1,341.15,13,0.301,0,1,0
6499.4,7,353.43,1320.31,18.06,0.32,1,165.83,20,0.232,0,0,1
5124.17,6,225.72,1728.81,18.4,0.478,0,227.11,23,0.508,0,0,1
3240.7,2,156.61,3.91,61.7,0.059,1,154.56,21,0.299,0,0,0
1588.4,4,175.62,2323.61,41.28,0.272,1,147.34,19,0.568,0,0,0
3228.77,5,283.33,484.66,23.33,0.278,0,166.75,10,0.114,0,0,0
891.68,2,103.44,496.85,33.02,0.191,1,219.69,7,0.635,0,0,0
4253.75,2,301.01,1687.87,93.03,0.153,0,199.46,11,0.135,0,0,1
9409.55,4,219.62,273.47,68.5,0.061,0,73.6,8,0.273,0,0,1
5274.35,6,164.46,700.68,136.4,0.186,0,129.27,14,0.321,0,0,0
871.66,4,154.63,325.4,104.73,0.362,1,271.66,6,0.625,0,1,0
2595.2,6,292.01,96.43,55.36,0.469,0,171.11,20,0.473,0,0,0
496.14,8,20.0,355.25,10.54,0.193,0,246.97,13,0.401,0,0,0
3204.75,7,172.98,151.99,22.47,0.297,0,360.84,4,0.036,0,0,0
2837.29,8,327.44,588.81,40.44,0.657,3,179.03,21,0.318,0,0,1
278.71,5,237.33,603.67,1.72,0.341,0,229.8,10,0.386,0,1,0
565.79,1,395.5,460.02,57.17,0.171,1,125.46,9,0.086,0,0,0
1362.21,5,266.31,152.75,195.71,0.22,0,102.94,9,0.453,0,1,0
1338.28,5,170.72,101.11,87.88,0.428,0,20.0,9,0.249,0,0,0
539.44,7,221.14,88.4,58.22,0.382,3,145.7,23,0.567,0,1,0
2667.72,2,267.34,95.18,56.64,0.191,2,29.65,11,0.432,0,0,1
2325.0,6,152.81,279.51,113.67,0.244,1,92.79,4,0.558,0,0,0
1488.81,6,322.98,1.49,18.58,0.133,0,293.86,0,0.49,0,0,0
849.13,3,468.22,51.42,29.59,0.077,1,225.15,19,0.396,0,1,1
5160.08,5,109.95,508.57,54.0,0.245,1,267.45,3,0.316,0,1,1
9465.48,7,324.96,161.39,42.51,0.301,0,193.61,15,0.301,0,1,1
1114.81,4,156.86,244.55,92.93,0.348,0,78.32,5,0.346,0,0,0
980.27,3,167.62,348.73,22.81,0.199,1,56.32,6,0.518,0,0,0
2954.86,2,204.91,32.37,26.92,0.415,0,200.89,11,0.227,0,0,0
1263.92,4,178.41,198.79,14.33,0.346,0,218.76,11,0.344,0,0,0
1572.78,8,327.03,1199.35,50.89,0.515,0,253.22,1,0.127,0,0,1
3788.23,9,255.82,333.5,24.74,0.225,0,24.48,3,0.365,0,1,1
267.91,11,226.95,164.79,39.77,0.522,1,189.5,6,0.206,1,0,0
6756.78,4,292.63,176.26,3.12,0.485,4,109.33,21,0.405,0,1,1
1944.35,8,299.8,3345.64,60.94,0.43,0,238.46,23,0.659,0,1,0
1198.12,2,247.54,128.56,38.03,0.282,1,271.18,15,0.064,0,0,0
1653.69,2,370.18,1886.63,67.78,0.346,2,66.71,13,0.189,0,0,0
1741.37,8,261.71,67.18,14.39,0.8,2,204.08,9,0.029,0,1,0
320.15,3,503.52,1659.92,96.72,0.267,1,140.3,6,0.432,0,0,0
8062.17,6,140.34,565.66,102.31,0.42,0,196.72,13,0.438,0,0,1
1884.33,6,70.06,750.64,28.73,0.163,1,149.44,17,0.143,0,0,0
2815.8,6,272.96,225.82,5.01,0.548,0,124.37,8,0.13,0,0,1
4682.32,4,359.41,1831.01,35.38,0.345,3,113.54,16,0.531,0,0,1
651.21,2,209.3,707.73,52.07,0.252,3,106.27,21,0.324,0,0,0
2902.92,4,151.41,900.87,45.75,0.186,0,129.93,1,0.245,0,0,0
1383.48,7,250.63,650.92,113.98,0.313,2,166.18,3,0.27,0,0,0
4216.54,5,219.77,107.04,125.2,0.358,2,337.74,6,0.465,0,1,1
215.46,5,227.35,1447.41,48.66,0.205,0,108.61,21,0.314,0,0,0
1637.47,5,156.54,162.27,51.4,0.51,0,130.54,12,0.223,0,0,0
989.48,4,187.9,276.19,6.95,0.038,2,193.35,1,0.188,0,0,0
2785.72,4,364.88,885.76,24.99,0.035,0,135.05,15,0.383,0,0,1
2892.99,2,402.73,78.38,20.03,0.046,0,20.0,7,0.35,0,1,0
891.03,4,230.29,2167.29,21.22,0.193,1,202.94,7,0.512,0,0,0
886.98,3,119.22,106.03,64.98,0.21,2,110.28,11,0.455,0,0,0
1618.63,5,129.4,880.06,33.47,0.501,1,209.55,14,0.353,0,0,0
737.57,3,98.75,806.55,34.91,0.449,0,271.15,20,0.184,0,1,0
4196.41,6,357.67,957.94,14.23,0.565,0,195.68,11,0.455,0,1,1
1249.87,8,270.52,454.41,9.15,0.094,1,193.16,15,0.396,0,0,0
98.79,5,226.68,385.38,26.33,0.337,0,20.0,10,0.248,0,1,0
1242.87,6,356.53,3041.03,2.97,0.343,0,176.92,22,0.424,0,0,0
639.99,2,299.27,1359.31,8.69,0.173,1,134.12,15,0.405,0,0,0
353.8,7,20.0,531.56,85.34,0.365,1,163.19,12,0.598,0,0,0
524.57,4,163.57,160.98,28.76,0.253,0,116.61,17,0.433,0,0,0
2017.08,7,244.89,1769.86,187.26,0.23,1,127.75,20,0.385,0,0,1
6827.0,3,462.7,837.0,0.22,0.434,3,93.52,12,0.668,1,0,1
2472.99,7,447.68,116.74,126.65,0.145,1,214.48,6,0.466,0,0,0
985.84,5,20.0,161.8,52.84,0.251,1,260.71,17,0.035,0,0,0
2852.37,4,97.47,622.65,48.79,0.103,3,285.45,11,0.159,0,0,0
1142.43,7,267.37,560.43,91.75,0.351,1,151.67,12,0.214,1,1,1
902.71,5,325.62,421.13,49.28,0.055,4,178.65,5,0.808,0,1,0
570.0,6,170.99,445.32,1.77,0.326,0,108.86,0,0.394,0,0,0
313.62,7,312.1,151.19,117.86,0.25,3,156.74,5,0.215,0,0,0
1224.24,6,170.32,236.0,103.25,0.107,0,212.05,19,0.123,0,0,0
2117.63,8,178.92,542.94,36.69,0.207,0,207.47,21,0.296,0,0,1
1641.52,4,116.18,52.66,6.73,0.111,0,177.69,19,0.196,0,0,0
1192.77,7,85.84,347.93,86.15,0.398,1,132.22,21,0.353,0,0,0
702.23,5,189.36,188.96,37.73,0.441,0,112.31,6,0.161,0,0,0
3321.75,5,385.61,153.56,19.74,0.053,2,267.26,5,0.072,0,0,0
484.38,5,307.71,126.81,250.36,0.552,2,282.71,15,0.345,0,0,0
3928.56,4,282.47,120.83,8.99,0.171,0,192.35,12,0.517,0,0,1
663.67,2,215.85,139.9,8.99,0.326,1,93.71,10,0.124,0,0,0
851.98,5,300.72,374.89,45.78,0.27,0,159.68,5,0.472,0,0,0
417.05,7,193.15,85.58,15.53,0.039,2,165.41,19,0.298,0,0,0
1095.1,4,153.79,1818.74,26.56,0.199,1,237.56,11,0.511,0,0,0
4794.92,6,313.72,551.19,13.76,0.057,1,276.53,3,0.574,0,0,1
3027.91,4,181.87,562.2,76.31,0.455,0,52.29,8,0.22,0,0,1
4809.85,3,121.86,189.68,16.05,0.093,1,66.91,17,0.502,0,1,1
3047.7,2,301.81,1614.86,92.32,0.287,0,279.16,0,0.111,0,0,1
599.64,3,87.05,1408.82,66.58,0.262,1,327.66,1,0.182,0,0,0
1298.82,5,296.65,27.88,17.68,0.409,0,130.52,4,0.364,0,0,0
828.65,11,298.73,1054.62,80.23,0.066,1,88.18,21,0.512,0,1,1
6840.22,4,95.58,162.94,19.19,0.396,0,292.92,3,0.443,0,1,1
546.32,6,103.76,648.85,26.09,0.309,0,235.34,0,0.195,0,0,0
4419.13,8,406.6,1635.37,4.08,0.214,1,171.87,21,0.24,0,1,1
4415.84,8,324.64,2175.12,42.05,0.096,0,109.96,14,0.346,0,1,0
11266.85,4,308.3,163.12,84.72,0.613,2,279.52,19,0.427,0,0,1
1200.28,12,275.95,2245.1,48.77,0.262,0,20.0,18,0.232,0,0,0
3686.09,7,335.71,57.7,40.12,0.203,2,388.63,17,0.388,0,0,1
17705.88,1,335.71,1920.39,114.11,0.208,0,118.32,13,0.539,0,1,1
974.92,1,153.42,1183.87,29.11,0.192,1,225.23,14,0.565,0,0,0
389.54,7,227.19,1961.1,273.25,0.191,0,268.77,18,0.229,0,0,0
275.89,3,197.4,364.75,30.88,0.272,0,80.49,16,0.271,0,0,0
3687.53,4,318.81,2261.19,51.54,0.538,1,228.14,15,0.34,0,0,1
275.02,2,270.26,1365.27,2.38,0.25,0,244.36,6,0.457,0,1,0
1245.98,3,401.8,318.38,59.95,0.087,1,192.73,13,0.123,0,0,0
2799.83,8,283.45,331.12,19.24,0.127,1,35.91,5,0.264,0,0,0
2175.85,4,254.41,353.56,6.83,0.517,2,148.82,0,0.346,0,0,1
2766.79,10,347.92,710.91,8.02,0.199,1,25.22,21,0.462,0,0,0
2258.12,4,349.1,160.62,35.49,0.232,0,132.91,2,0.615,0,1,0
6495.51,3,396.71,454.62,44.53,0.127,0,192.15,9,0.401,0,0,1
697.63,3,274.56,56.05,60.75,0.368,0,184.81,17,0.102,0,1,0
918.74,3,496.56,354.93,29.54,0.055,0,225.77,0,0.413,0,1,1
834.92,5,361.0,879.05,100.03,0.631,0,95.89,19,0.42,0,1,0
4147.21,5,501.48,712.24,3.55,0.565,1,20.0,18,0.092,0,0,1
4448.84,8,260.27,304.46,6.47,0.37,1,165.09,6,0.285,0,0,1
2839.05,7,522.24,237.87,12.93,0.04,3,202.54,21,0.262,0,1,0
5904.64,5,335.81,316.92,5.36,0.419,1,223.58,18,0.453,0,0,1
556.66,1,127.01,57.67,70.51,0.089,3,327.26,12,0.099,0,0,0
9578.0,4,135.73,238.27,22.54,0.217,0,132.77,19,0.541,0,0,1
8293.59,6,214.4,984.94,46.35,0.076,1,215.78,3,0.356,0,0,1
3772.99,4,212.97,157.54,72.39,0.396,0,220.86,5,0.396,0,1,1
10740.74,4,290.83,119.01,39.62,0.195,0,266.05,14,0.213,0,0,1
344.94,3,461.02,1496.94,38.12,0.596,3,174.9,6,0.286,0,1,0
1070.15,3,288.85,215.93,29.92,0.442,2,302.15,19,0.304,0,1,1
866.7,3,129.21,231.32,59.46,0.364,0,220.16,15,0.134,0,0,0
3720.0,7,302.61,497.46,37.71,0.121,2,227.27,10,0.211,0,1,1
632.61,8,201.74,510.79,25.84,0.274,1,200.24,14,0.196,0,0,0
3856.42,6,207.97,164.83,48.09,0.243,0,147.23,12,0.613,0,0,1
7119.1,6,227.66,649.8,162.89,0.228,1,194.83,9,0.078,0,0,1
3623.53,2,205.94,951.9,82.55,0.12,1,184.37,14,0.386,0,0,0
2401.27,9,94.56,530.08,29.63,0.525,1,306.78,13,0.275,0,0,0
673.26,7,261.47,1806.36,46.78,0.37,1,254.97,11,0.301,0,0,0
775.22,5,458.9,3822.88,24.83,0.226,0,167.87,10,0.168,0,0,1
6308.28,6,346.07,601.66,36.72,0.143,2,148.69,3,0.257,0,0,1
3941.63,4,107.3,2880.56,66.15,0.072,0,65.17,23,0.4,0,0,0
1738.85,6,20.0,831.87,90.98,0.396,0,255.31,12,0.262,0,0,0
1190.45,5,289.61,601.99,3.16,0.169,0,269.53,17,0.158,0,0,0
238.46,5,319.37,1632.33,9.0,0.123,0,162.12,8,0.706,0,0,0
619.65,4,319.09,2716.85,43.42,0.099,1,20.0,11,0.282,0,1,1
12227.21,2,263.53,5000.0,60.79,0.133,0,209.94,7,0.37,0,0,1
502.47,5,125.73,1138.95,54.06,0.452,2,132.67,18,0.573,0,1,0
2185.24,6,449.5,531.34,14.35,0.195,0,192.82,9,0.275,0,0,0
4951.49,4,234.94,280.82,53.13,0.099,1,160.41,13,0.223,0,0,1
515.47,6,187.68,653.12,30.99,0.39,1,228.25,0,0.357,0,1,1
2174.84,3,309.28,1202.37,14.05,0.308,1,253.59,18,0.584,0,0,0
4618.92,8,189.44,21.75,107.99,0.081,1,182.42,23,0.05,0,0,1
1830.78,3,114.07,249.2,37.75,0.144,0,124.1,13,0.376,0,0,0
31837.59,5,191.56,350.31,99.19,0.184,0,211.12,20,0.431,1,0,1
340.84,1,279.08,1211.11,27.06,0.202,1,245.44,5,0.164,0,0,0
5212.05,9,407.08,760.61,50.11,0.599,3,311.68,13,0.173,1,1,1
1521.11,3,33.49,443.69,84.9,0.33,1,333.79,3,0.415,0,0,0
3912.45,2,300.88,2013.28,19.93,0.09,0,154.12,12,0.301,0,0,1
2811.03,10,350.91,618.01,97.45,0.334,1,103.36,6,0.226,0,0,0
868.57,4,298.84,1029.63,21.66,0.289,1,252.33,16,0.338,0,0,0
2273.32,6,326.22,852.46,11.29,0.238,0,141.92,23,0.061,0,0,0
282.05,11,419.62,1564.41,67.38,0.158,2,192.0,8,0.378,0,1,0
3305.18,6,363.07,1338.66,20.39,0.175,1,223.16,13,0.091,0,0,0
2436.11,3,202.36,3610.17,153.31,0.207,3,164.57,11,0.155,0,0,1
3424.33,4,364.79,381.39,81.6,0.586,3,271.77,20,0.727,0,1,1
5208.87,7,269.48,144.14,13.1,0.351,0,169.22,23,0.694,1,0,1
2611.34,4,344.1,1141.09,215.38,0.476,2,168.44,16,0.349,0,0,0
2096.64,7,100.08,1661.73,22.6,0.103,1,87.79,13,0.335,0,0,0
749.14,5,229.05,44.72,40.81,0.743,0,54.56,17,0.095,0,0,0
886.94,7,322.4,323.82,3.82,0.053,0,253.43,19,0.55,0,1,0
5923.81,7,234.77,1316.86,2.13,0.104,1,180.63,7,0.117,0,0,1
7603.28,1,313.91,920.18,17.52,0.131,1,212.79,3,0.41,0,0,1
1424.95,4,411.12,1126.18,0.62,0.342,1,252.94,10,0.346,0,0,1
1893.16,10,217.24,626.81,16.26,0.402,0,80.48,21,0.408,0,0,0
731.71,6,356.19,384.81,36.94,0.302,3,143.56,15,0.468,1,1,0
5841.58,10,126.61,1334.46,58.7,0.249,1,251.85,12,0.122,0,0,1
3517.19,6,341.11,646.92,14.47,0.384,1,231.81,12,0.203,1,0,1
12597.04,4,54.1,578.91,26.16,0.215,0,174.42,1,0.446,0,0,1
751.2,6,273.63,1061.95,24.14,0.097,0,157.3,5,0.499,0,0,0
1238.92,2,269.8,169.43,19.84,0.068,0,153.31,14,0.565,0,0,0
2278.89,5,456.51,705.52,24.6,0.117,0,235.13,23,0.283,0,0,0
3451.24,5,191.72,290.4,33.48,0.163,0,405.62,16,0.347,0,0,1
1457.29,3,20.0,17.35,11.06,0.113,0,112.82,0,0.293,0,0,0
755.24,6,312.99,1105.42,31.24,0.406,1,346.93,13,0.235,0,1,0
4365.15,1,128.51,515.01,15.09,0.072,0,79.19,9,0.168,0,0,1
3718.72,3,257.27,1868.48,3.28,0.414,0,61.43,6,0.356,0,0,1
723.23,4,170.8,554.78,12.01,0.21,0,92.35,11,0.334,0,0,0
7012.45,5,225.25,8.19,135.95,0.052,0,338.75,14,0.105,0,0,1
5826.66,3,20.0,420.41,35.18,0.559,2,37.42,22,0.301,0,0,1
2067.92,1,42.39,150.1,202.5,0.493,0,116.29,3,0.23,0,0,0
1957.84,4,295.83,2031.44,12.76,0.217,1,150.44,12,0.49,0,0,1
3146.54,4,232.59,472.18,17.27,0.098,1,208.49,16,0.36,0,0,0
763.79,8,112.62,571.81,51.14,0.411,0,208.56,4,0.313,0,0,0
1863.16,6,183.72,363.93,21.95,0.2,0,186.36,10,0.454,0,0,0
